Czasy wędrówek ludów 192-731	Praca zbiorowa	Delta Larousse/Empik	Okres dobiegających schyłku czasów starożytnych (lata 192-731 n.e.) obfitował w przeróżnego rodzaju znamienne przemiany w polityce, gospodarce i w życiu społeczeństw. Zostały one opisane rzetelnie, ale zarazem przystępnie i w atrakcyjnej formie. Książka zawiera liczne kolorowe zdjęcia i wiele naukowych ciekawostek.
Czasy wielkości Rzymu 277 przed Chr.-192 po Chr.	Praca zbiorowa	Delta Larousse/Empik	Okres od 277 r. p.n.e. do 192 r. n.e. to czasy rozwoju i świetności starożytnego Rzymu. Ale jest to również epoka, w której kształtowały się inne narody i społeczeństwa, w której wytwarzały się nowe powiązania kulturowe i społeczne. W ekscytującą podróż po tych czasach zabierze Państwa niniejsza książka.
Czasy Grecji starożytnej 970-277 przed Chr.	Praca zbiorowa	Delta Larousse/Empik	Na temat Grecji każdy z nas posiada sporą wiedzę, jednak niewielu zdaje sobie sprawę, iż równolegle do niej dynamicznie rozwijały się inne państwa i kręgi cywilizacyjne (imperium Achemenidów, Babilonia, Etruskowie, Celtowie). Czerpały z greckiej kultury, ale zarazem były dla niej źródłem nowych inspiracji. Zagadnienia te zostały omówione w sposób dostępny także dla laików.
Starożytne igrzyska olimpijskie	Swaddling J.	Axis	Przez setki lat - od roku 776 p.n.e. do 395 r. n.e. - w Olimpii obywały się co cztery lata igrzyska sportowe. Przybywali na nie Grecy ze wszystkich części ówczesnego świata. Związane z nimi były: bogata tradycja, szczytne cele, ale i polityka, skandale, reklama. Historia starożytnych igrzysk jest zatem nader intrygująca i ciekawa. Opisano ją w interesujący i przystępny sposób w tej oto książce. Ponadto umieszczono w niej wiele kolorowych fotografii. 
Gladiatorzy. Nieznane prawdy o życiu rzymskich niewolników	Baker A.	Bertelsmann Media	"Opowieść o czasach, w których ludzie kochali patrzeć na brutalne walki, przelewającą się strumieniami krew, umierających w męczarniach niewolników; o ludziach, którzy dla sławy i uwielbienia gotowi byli zostać niewolnikami i ryzykować własne życie; o sławie, której nie pokonała bariera czasu. Alan Baker prezentuje obraz starożytnego Rzymu, przedstawia dzienny \""program\"" widowisk niosących śmierć ludzi i zwierząt, spektakle-egzekucje pierwszych chrześcijan, opisuje bunt Spartakusa oraz pojedynki stoczone przez cesarzy Kaligulę i Kommodusa.   "
Świat starożytny i jego cuda	Mateusz Żmudziński	Ossolineum	Cuda świata starożytnego, fascynujące swą niezwykłością kolejne pokolenia, do dziś pobudzają naszą wyobraźnię. Z zainteresowaniem przyjrzyjmy się owym dziełom, a także temu odległemu, minionemu światu! Poznajmy starożytne miejscowości i zaludniające je społeczeństwa, zgłębmy ich historię i kulturę. Przy tej lekkiej i przystępnej w formie lekturze, pełnej ciekawostek, ogarnie nas wiele refleksji...
Poczet faraonów	Kwiatkowski B.	Iskry	Pierwsza w Polsce publikacja obejmująca pełny poczet władców starożytnego Egiptu, panujących zarówno nad całością ziem egipskich, jak i tych uznawanych tylko za ich część. Galerię ponad 200 postaci otwiera tradycyjnie faraon Menes, zamyka zaś Kleopatra VII, ostatnia panująca w pełnym tego słowa znaczeniu. 
Poczet cesarzy rzymskich	Krawczuk A.	Iskry	"Piętnaście stuleci (od 27 r. p.n.e. do 1453 r. n.e.), ponad dwustu cesarzy. 	O dziejach Cesarstwa Rzymskiego i losach poszczególnych cesarzy wydano tysiące publikacji. Zmieniała się tylko ich forma, punkt widzenia na opisywane postaci i wydarzenia, język w jakim pisano. W świadomości czytelników funkcjonują jednak tylko sylwetki najbardziej znanych i charakterystycznych władców, często niepozbawione schematycznego ujęcia. Aleksander Krawczuk opracował pełną galerię portretów cesarzy opartą na dostępnych źródłach. Portretów często odartych z płaszczyka legendarności. Ale książka ta, to nie tylko historia poszczególnych jednostek. To barwna opowieść o całym Imperium z jego wzlotami i upadkami."
Encyklopedia świata starożytnych Greków	Sacks D.	Książka i Wiedza	"Każdy, kto interesuje się historią starożytnej Grecji powinien sięgnąć po \""Encyklopedię świata starożytnych Greków\"". W ponad 550 alfabetycznie uporządkowanych hasłach przekazano najważniejsze informacje dotyczące greckiego świata. Obejmują one historię, kwestie społeczne, technikę wojenną, religię, mitologię, literaturę, sztukę i filozofię, naukę oraz życie codzienne. Zaprezentowano w nich ponadto ważniejszych: przywódców, myślicieli, artystów. Wiele uwagi poświęcono powstaniu i rozwojowi demokracji ateńskiej. Encyklopedia obejmuje okres ponad 2000 lat ? od III tysiąclecia p.n.e. (od początku kultury minojskiej) aż do zajęcia Grecji przez Rzym w 146 r. p.n.e. Tekst został wzbogacony około 70 rysunkami wzorowanymi na fotografiach greckich zabytków."
70 wielkich tajemnic świata starożytnego	Fagan B. M.	Debit	Wyjątkowa podróż w czasie (nawet 2,5 milionów lat wstecz) do najdalszych, czasem wręcz mitycznych (chociażby na legendarną Atlantydę) zakątków świata. Książka ta jest zbiorem nigdy niewyjaśnionych tajemnic ludzkich dziejów. Co więcej, najprawdopodobniej większości z nich nie uda się rozwiązać także w przyszłości. Ile jest prawdy w mitach i legendach? Jakie procesy zachodziły w epoce kamiennej? Z czego wynika fenomen starożytnych cywilizacji? Co kryją w sobie nieoczytane pisma epoki starożytnej? Dlaczego nastąpił upadek wielkich cywilizacji? Publikacja zawiera 431 ilustracji, z czego 177 w kolorze.  
Wielkie imperia	Praca zbiorowa	Arkady	"Drugi tom z cyklu ""Dzieje cywilizacji"" przedstawia historię całego świata starożytnego ( państwa: basenu Morza Śródziemnego, obu Ameryk, Środkowego i Dalekiego Wschodu) począwszy od IV w. p.n.e. aż do upadku cesarstwa rzymskiego. Omówiono kwestie dotyczące: polityki, historii militarnej, sztuki, religii, gospodarki, społeczeństwa i wielu innych zagadnień. Dzięki tej książce poznają Państwo procesy dziejowe wywierające wpływ na rozwój całej naszej cywilizacji, a zarazem decydujące o ludzkich losach i przekonaniach."
Starożytność	Peter Fiebag, Gruber E., Rainer Holbe	Świat Książki	Starożytność kryje wiele nierozwiązanych zagadek. Owe zagadki to: tajemniczy ludzie, niezwykłe miejsca, których przeznaczenia nie potrafimy dociec, zjawiska, których nie umiemy w racjonalny sposób wytłumaczyć. Pomimo rozwoju nauki i techniki  przeszłość pełna jest tajemnic, które dopiero próbujemy przeniknąć. Czy wraz z ludźmi żyjącymi w zamierzchłych czasach zaginęła wiedza o: Atlantydzie, religii Etrusków, przeznaczeniu Stonehenge. Podróż na kartach tej przepięknie wydanej, bogato ilustrowanej książki pozwoli nam poznać choć część wiedzy, legend i mitów najstarszych cywilizacji. 
Słowianie połabscy	Strzelczyk J.	Poznańskie	Słowianie połabscy - najdalej na zachód wysunięty odłam Słowiańszczyzny Zachodniej, wcześniej od innych skazany na konfrontację z potężnymi sąsiadami, najdłużej wytrwał w archaicznych strukturach plemiennych i rodzimych wierzeniach pogańskich, aż do XII wieku zachowując też własne oblicze polityczne. Stanowili zaporę dla ekspansji niemieckiej. Ostatecznie pokonani, przyczynili się do ukształtowania średniowiecznego narodu niemieckiego, a niestety nikt już o tym nie pamięta.
Mosty sprzed tysiąca lat	Kola A., Wilke G.	Wyd. Uniwersytetu im. M. Kopernika	Jeśli mają Państwo ochotę na przygodę z archeologią to warto sięgnąć po tę książkę. Jest to popularnonaukowa prezentacja badań archeologicznych prowadzonych na dnie Jeziora Legnickiego. Część pierwsza stanowi wprowadzenie do historii owej niezwykłej wyspy, której świetność przypadała na przełom X i XI wieku. Autorzy starali się przedstawić najważniejsze elementy zlokalizowanego na niej zespołu osadniczego. Szczegółowo opisali składowe jednego z najważniejszych, rezydencjonalno-kultowych ośrodków pierwszych władców z dynastii Piastów. Wiele uwagi poświęcono więc budowlom architektonicznym, fortyfikacyjnym, komunikacyjnym. Część druga prezentuje historię badań na reliktach mostów. W pozostałych fragmentach książki przedstawiono próby ich rekonstrukcji, a także chronologię ich budowy i użytkowania. Opisom znalezionych na dnie jeziora przedmiotów użytku codziennego, broni i części uzbrojenia towarzyszą szkice i zdjęcia.
Narzędzia w pradziejach	Korobkowa G.	Wyd. Uniwersytetu im. M. Kopernika	Jest to kompendium wiedzy o narzędziach pradziejowych oraz o samej metodzie traseologicznej służącej ich badaniu. Autorka w przystępny, aczkolwiek rzeczowy sposób opisała ową metodę, jej początki, rozwój i znaczenie oraz związaną z nią terminologię. Ponadto zamieściła szczegółowe opisy owych narzędzi pradziejowych określając ich części składowe oraz charakteryzując ślady zużycia. Do tekstu dołączone zostały szkice i zdjęcia.
Czekając na Herhora...	Andrzej Niwiński	Pro-Egipt	Polecamy Państwu fascynującą książkę poświęconą archeologicznym odkryciom w Egipcie. Jej celem jest pomoc w lepszym zrozumieniu archeologii i przybliżenie świata doznań archeologa dążącego do odkrycia. Jeśli Państwo wyobrazicie sobie, że sami uczestniczycie w opisywanych tu różnych misjach, odnajdziecie w trakcie lektury ów dreszcz emocji, jaki towarzyszył egiptologom podczas ich pracy.  Dzieje badania terenów, na których niegdyś rozpościerała się jedna ze stolic starożytnego Egiptu ? Teby, obfituje w liczne pełne napięcia, dramatyczne momenty. Będziecie Państwo świadkami niespodziewanych sukcesów, ale i bolesnych rozczarowań. 
Śladami przeszłości	Philipp Vandenberg	Świat Książki	Na kartach tej książki odżywa fascynująca historia odkrywców, którzy na bezkresnych pustyniach i w opuszczonych dolinach poszukiwali śladów przeszłości. Odkopane przez nich grobowce, świątynie i miasta stanowią obecnie cel podróży wielu turystów. Lecz kto pamięta jeszcze ich nazwiska ? Kim byli? Czy kierowali się powołaniem, czy może chęcią zysku? Czy byli owładniętymi ideą uczonymi, czy może szalonymi globtroterami? Autor przybliża nam sylwetki i losy czternastu wybitnych osób, których odkrycia zyskały światową sławę.
Legenda o powstaniu cywilizacji	Rohl D.	Panteon	Światowej sławy egiptolog i historyk starożytności odkrywa przed czytelnikami historyczną prawdę o początkach cywilizacji analizując przekaz zawarty w biblijnej Księdze Rodzaju. Starając się zgłębić tajemnice przeszłości poddaje szczegółowej interpretacji informacje zawarte w mezopotamskich, egipskich, greckich mitach i legendach. Uzyskane w ten sposób wiadomości składają się na spójny obraz dawnych czasów. Dzięki temu autor potrafi odpowiedzieć na nurtujące ludzkość pytania: gdzie znajdował się rajski Ogród Eden, kim był Noe i kiedy miał miejsce potop, gdzie zbudowano wieżę Babel, jakie były początki egipskich faraonów. Odkrył także zagadki związane z pochodzeniem Sumerów, czy Fenicjan. Książka została napisana przystępnym, barwnym językiem. Zawiera liczne ilustracje. Ponadto została oparta na bogatej bazie literatury naukowej oraz osobistych badaniach autora.
Mumie	Rosalie David, Rick Archbold	Muza SA	Starożytni Egipcjanie przemawiają dziś do nas z zaświatów w sposób, jakiego nigdy nie mogliby sobie wyobrazić. Dzięki nowoczesnym technikom medycznym archeolodzy potrafią obecnie zajrzeć pod liczące 3000 lat lniane całuny, aby obejrzeć ukryte pod nimi kruche szczątki ludzkie nie narażając ich na uszkodzenie. Pozwala to na poznanie sekretów i tajemnic mieszkańców starożytnego Egiptu, po których oprowadzi nas niniejsza publikacja. Zawiera ona interesujące, kolorowe fotografie z wykopalisk oraz liczne ciekawostki z przeprowadzonych badań.
Słowianie południowi	Andrzej Michałek	Bellona	Historia świata nie zna drugiego takiego przypadku, w którym prapoczątki jakiegoś ludu były tak mało znane, a nawet celowo zafałszowane! Dotknęło to Słowian, którzy dziś stanowią prawie połowę populacji kontynentu europejskiego. Dlaczego tak się stało? Niniejsza publikacja postara się dać odpowiedź na to pytanie. Jest to jednocześnie pierwsza próba kompleksowego spojrzenia na początki słowiańskiej wojskowości. Jej atutem są liczne ilustracje, szkice i mapki.
Pochodzenie i rasa Słowian	Czupkiewicz L.	Nortom	Na pewno liczne grono naszych czytelników zainteresuje się zagadnieniami związanymi z pochodzeniem i rasą Słowian, ponieważ stanowią one jeden z elementów zakorzenienia kulturowego polskiego narodu i jego odrębności. Takie zainteresowanie sprzyja pogłębieniu świadomości narodowej. Zajmującą kwestią jest także pochodzenie naszego pierwszego władcy Mieszka I. Dodatkową zaletą książki, omawiającej tę problematykę, jest to, iż prezentuje najnowsze badania na ten temat prowadzone przez polskich naukowców. 
Żydzi-żołnierze wojsk polskich polegli na frontach II wojny światowej	Meirtchak B.	Bellona	Książka poświęcona pamięci Żydów, żołnierzy i oficerów wojsk polskich poległych w obronie Polski. Żołnierzy zapomnianych lub pomijanych w historiografii II wojny światowej, a przecież walczących równie odważnie i ofiarnie jak Polacy. Publikacja to gigantyczna, a przecież jak podkreśla autor niepełna, alfabetyczna lista nazwisk poległych pochodzenia żydowskiego, usystematyzowana dzięki podziałowi na poszczególne kampanie, armie, organizacje oraz obozy, gdzie przyszło im walczyć i zginąć. 
Atlantyda	Jordan P.	Świat Książki	W książce tej autor relacjonuje i analizuje próby zlokalizowania legendarnego lądu, który po raz pierwszy został wymieniony w jednym z dialogów Platona. Przedstawia kolejne hipotezy dotyczące istnienia Atlantydy, budowane na podstawie wątłego i niejednokrotnie błędnego z naukowego punktu widzenia materiału. Traktuje on wszystkie te hipotezy z przymrużeniem oka, wykazując w logiczny i jednocześnie dobitny sposób ich amatorski charakter. Ponadto jest on całkowicie  przekonany o fantastycznym charakterze mitycznego lądu, a jednocześnie jest pewien, iż jego poszukiwania prawdopodobnie nigdy nie ustaną. 
